[historyInfo]
2000
1	000886	海南高速	19.3062	18.8722	19.3062	18.8722	3131	2007-04-02 00:00:00.000
2	000886	海南高速	20.7340	19.6184	20.7340	17.5361	3017	2007-04-03 00:00:00.000
3	000886	海南高速	19.7381	20.1379	21.0279	19.7381	2090	2007-04-04 00:00:00.000
4	000886	海南高速	17.8253	20.3176	20.3176	17.8253	2095	2007-04-05 00:00:00.000
5	000886	海南高速	17.8671	16.7579	17.8671	16.7579	1992	2007-04-06 00:00:00.000
6	000886	海南高速	19.0724	17.0184	19.5714	17.0184	3892	2007-04-09 00:00:00.000
7	000886	海南高速	17.7197	17.2063	18.2668	17.2063	1908	2007-04-10 00:00:00.000
8	000886	海南高速	17.6014	17.5721	17.6014	17.5100	4946	2007-04-11 00:00:00.000
9	000886	海南高速	16.3532	15.8436	17.8983	15.8436	1571	2007-04-12 00:00:00.000
10	000886	海南高速	17.0285	16.3166	17.0285	14.8551	4823	2007-04-13 00:00:00.000
11	000886	海南高速	18.5431	16.8502	18.5431	16.8502	3681	2007-04-16 00:00:00.000
12	000886	海南高速	17.7457	19.0550	19.0550	17.7457	4584	2007-04-17 00:00:00.000
13	000886	海南高速	17.8425	17.8576	17.9632	16.2751	4305	2007-04-18 00:00:00.000
14	000886	海南高速	19.0327	17.6471	19.0327	16.6953	2837	2007-04-19 00:00:00.000
15	000886	海南高速	18.1091	17.5985	18.1091	17.5985	2782	2007-04-20 00:00:00.000
16	000886	海南高速	17.5666	18.5822	18.9485	17.5666	3741	2007-04-23 00:00:00.000
17	000886	海南高速	19.0746	16.9787	19.0746	16.9787	1678	2007-04-24 00:00:00.000
18	000886	海南高速	17.7771	20.0038	20.0038	17.7771	1556	2007-04-25 00:00:00.000
19	000886	海南高速	18.1909	16.8348	18.1909	16.8348	4546	2007-04-26 00:00:00.000
20	000886	海南高速	18.2403	16.6736	18.5131	16.6736	1873	2007-04-27 00:00:00.000
21	000886	海南高速	17.7112	19.2282	19.2282	17.7112	4603	2007-04-30 00:00:00.000
22	000886	海南高速	18.0033	17.1748	19.1123	16.1992	3601	2007-05-01 00:00:00.000
23	000886	海南高速	16.7941	18.0681	18.4671	16.7941	3426	2007-05-02 00:00:00.000
24	000886	海南高速	18.3891	16.3273	18.3891	15.1580	3562	2007-05-03 00:00:00.000
25	000886	海南高速	19.4917	19.9210	20.1533	17.7937	2013	2007-05-04 00:00:00.000
26	000886	海南高速	18.0494	19.0524	19.8764	18.0494	4257	2007-05-07 00:00:00.000
27	000886	海南高速	18.6686	17.2982	18.6686	17.2982	3559	2007-05-08 00:00:00.000
28	000886	海南高速	19.0565	19.8477	19.8477	16.8157	4452	2007-05-09 00:00:00.000
29	000886	海南高速	19.0412	20.2478	20.2478	17.3773	1518	2007-05-10 00:00:00.000
30	000886	海南高速	19.0273	19.9877	19.9877	18.8029	3542	2007-05-11 00:00:00.000
31	000886	海南高速	20.7197	19.6781	20.7197	17.6676	2777	2007-05-14 00:00:00.000
32	000886	海南高速	20.8645	22.5249	22.5249	19.5601	3282	2007-05-15 00:00:00.000
33	000886	海南高速	19.6625	20.3261	22.2565	19.6625	3513	2007-05-16 00:00:00.000
34	000886	海南高速	18.9047	20.2435	20.2435	17.9686	3309	2007-05-17 00:00:00.000
35	000886	海南高速	18.9561	17.8819	18.9561	17.4010	4568	2007-05-18 00:00:00.000
36	000886	海南高速	18.6124	19.9727	19.9727	18.5180	1611	2007-05-21 00:00:00.000
37	000886	海南高速	20.0944	18.6878	20.0944	17.8527	3702	2007-05-22 00:00:00.000
38	000886	海南高速	19.6841	20.3052	20.3052	19.3729	4517	2007-05-23 00:00:00.000
39	000886	海南高速	21.0075	20.6996	21.0075	20.6880	1916	2007-05-24 00:00:00.000
40	000886	海南高速	20.2022	21.2229	22.3259	20.2022	2926	2007-05-25 00:00:00.000
41	000886	海南高速	21.1490	20.4235	21.1490	19.5870	2754	2007-05-28 00:00:00.000
42	000886	海南高速	22.3265	22.7014	22.7014	22.2355	1757	2007-05-29 00:00:00.000
43	000886	海南高速	21.4677	22.3496	23.6417	21.4677	2088	2007-05-30 00:00:00.000
44	000886	海南高速	23.1037	21.2882	23.1037	19.7405	4097	2007-05-31 00:00:00.000
45	000886	海南高速	23.7871	24.6016	24.6016	23.7871	3570	2007-06-01 00:00:00.000
46	000886	海南高速	23.0109	22.5517	25.3304	22.5162	3273	2007-06-04 00:00:00.000
47	000886	海南高速	20.9627	23.1490	24.9474	20.9627	4086	2007-06-05 00:00:00.000
48	000886	海南高速	20.6745	20.8061	20.8061	20.6745	3375	2007-06-06 00:00:00.000
49	000886	海南高速	19.1743	21.5531	21.5531	19.1743	4979	2007-06-07 00:00:00.000
50	000886	海南高速	18.1249	18.6753	19.1595	18.1249	1650	2007-06-08 00:00:00.000
51	000886	海南高速	19.6072	18.3074	19.6072	18.0570	3709	2007-06-11 00:00:00.000
52	000886	海南高速	18.1110	20.7140	20.7140	18.1110	3522	2007-06-12 00:00:00.000
53	000886	海南高速	17.7280	19.3846	19.3846	17.5705	4993	2007-06-13 00:00:00.000
54	000886	海南高速	18.5803	17.4099	18.5803	17.4099	2619	2007-06-14 00:00:00.000
55	000886	海南高速	19.2501	20.3663	20.3663	18.6062	3410	2007-06-15 00:00:00.000
56	000886	海南高速	19.7346	21.0217	21.0217	19.7346	2584	2007-06-18 00:00:00.000
57	000886	海南高速	20.8786	19.8692	20.8786	19.5355	2843	2007-06-19 00:00:00.000
58	000886	海南高速	19.9575	19.2079	22.7661	19.2079	4430	2007-06-20 00:00:00.000
59	000886	海南高速	19.4609	20.9669	20.9669	19.4609	2272	2007-06-21 00:00:00.000
60	000886	海南高速	21.0057	17.8835	21.0057	17.8835	3146	2007-06-22 00:00:00.000
61	000886	海南高速	22.7708	22.9679	22.9679	20.5125	4862	2007-06-25 00:00:00.000
62	000886	海南高速	20.6592	22.7010	24.2639	20.6592	1432	2007-06-26 00:00:00.000
